person,year_month,screen_time_seconds
charles krauthammer,2010-09-01,10772
charles krauthammer,2010-10-01,10407
charles krauthammer,2010-11-01,9306
charles krauthammer,2010-12-01,13644
charles krauthammer,2011-01-01,10509
charles krauthammer,2011-02-01,9791
charles krauthammer,2011-03-01,11036
charles krauthammer,2011-04-01,10979
charles krauthammer,2011-05-01,11982
charles krauthammer,2011-06-01,11736
charles krauthammer,2011-07-01,12029
charles krauthammer,2011-08-01,11738
charles krauthammer,2011-09-01,9748
charles krauthammer,2011-10-01,10764
charles krauthammer,2011-11-01,12799
charles krauthammer,2011-12-01,13494
charles krauthammer,2012-01-01,12238
charles krauthammer,2012-02-01,15040
charles krauthammer,2012-03-01,9504
charles krauthammer,2012-04-01,8920
charles krauthammer,2012-05-01,8053
charles krauthammer,2012-06-01,7870
charles krauthammer,2012-07-01,10302
charles krauthammer,2012-08-01,11181
charles krauthammer,2012-09-01,8787
charles krauthammer,2012-10-01,13351
charles krauthammer,2012-11-01,13323
charles krauthammer,2012-12-01,11019
charles krauthammer,2013-01-01,13365
charles krauthammer,2013-02-01,7338
charles krauthammer,2013-03-01,11629
charles krauthammer,2013-04-01,8199
charles krauthammer,2013-05-01,12331
charles krauthammer,2013-06-01,7303
charles krauthammer,2013-07-01,8919
charles krauthammer,2013-08-01,8118
charles krauthammer,2013-09-01,11742
charles krauthammer,2013-10-01,18310
charles krauthammer,2013-11-01,14910
charles krauthammer,2013-12-01,17823
charles krauthammer,2014-01-01,11603
charles krauthammer,2014-02-01,10230
charles krauthammer,2014-03-01,11181
charles krauthammer,2014-04-01,8669
charles krauthammer,2014-05-01,11189
charles krauthammer,2014-06-01,9846
charles krauthammer,2014-07-01,12866
charles krauthammer,2014-08-01,12077
charles krauthammer,2014-09-01,10590
charles krauthammer,2014-10-01,8753
charles krauthammer,2014-11-01,16199
charles krauthammer,2014-12-01,13308
charles krauthammer,2015-01-01,9916
charles krauthammer,2015-02-01,11174
charles krauthammer,2015-03-01,11809
charles krauthammer,2015-04-01,9690
charles krauthammer,2015-05-01,12064
charles krauthammer,2015-06-01,10011
charles krauthammer,2015-07-01,10553
charles krauthammer,2015-08-01,11375
charles krauthammer,2015-09-01,12530
charles krauthammer,2015-10-01,12638
charles krauthammer,2015-11-01,11460
charles krauthammer,2015-12-01,13724
charles krauthammer,2016-01-01,12910
charles krauthammer,2016-02-01,13368
charles krauthammer,2016-03-01,11686
charles krauthammer,2016-04-01,9546
charles krauthammer,2016-05-01,8664
charles krauthammer,2016-06-01,8633
charles krauthammer,2016-07-01,7980
charles krauthammer,2016-08-01,9967
charles krauthammer,2016-09-01,12781
charles krauthammer,2016-10-01,10046
charles krauthammer,2016-11-01,8060
charles krauthammer,2016-12-01,11272
charles krauthammer,2017-01-01,15265
charles krauthammer,2017-02-01,11205
charles krauthammer,2017-03-01,12441
charles krauthammer,2017-04-01,10348
charles krauthammer,2017-05-01,13669
charles krauthammer,2017-06-01,11615
charles krauthammer,2017-07-01,12125
charles krauthammer,2017-08-01,5695
charles krauthammer,2017-09-01,0
charles krauthammer,2017-10-01,117
charles krauthammer,2017-11-01,51
charles krauthammer,2017-12-01,2404
charles krauthammer,2018-01-01,36
charles krauthammer,2018-02-01,39
charles krauthammer,2018-03-01,3
charles krauthammer,2018-04-01,0
charles krauthammer,2018-05-01,12
charles krauthammer,2018-06-01,16263
charles krauthammer,2018-07-01,2048
charles krauthammer,2018-08-01,0
charles krauthammer,2018-09-01,84
charles krauthammer,2018-10-01,39
charles krauthammer,2018-11-01,96
charles krauthammer,2018-12-01,1760
charles krauthammer,2019-01-01,2
charles krauthammer,2019-02-01,0
charles krauthammer,2019-03-01,25
charles krauthammer,2019-04-01,747
charles krauthammer,2019-05-01,36
charles krauthammer,2019-06-01,16
charles krauthammer,2019-07-01,5
charles krauthammer,2019-08-01,1
charles krauthammer,2019-09-01,23
charles krauthammer,2019-10-01,473
charles krauthammer,2019-11-01,952
charles krauthammer,2019-12-01,441
charles krauthammer,2020-01-01,5
charles krauthammer,2020-02-01,0
charles krauthammer,2020-03-01,1
charles krauthammer,2020-04-01,315
charles krauthammer,2020-05-01,0
charles krauthammer,2020-06-01,0
charles krauthammer,2020-07-01,126
chris christie,2010-01-01,306
chris christie,2010-02-01,24
chris christie,2010-03-01,45
chris christie,2010-04-01,1554
chris christie,2010-05-01,386
chris christie,2010-06-01,505
chris christie,2010-07-01,2637
chris christie,2010-08-01,3348
chris christie,2010-09-01,3346
chris christie,2010-10-01,1602
chris christie,2010-11-01,2819
chris christie,2010-12-01,1871
chris christie,2011-01-01,6454
chris christie,2011-02-01,8833
chris christie,2011-03-01,1398
chris christie,2011-04-01,937
chris christie,2011-05-01,1924
chris christie,2011-06-01,13520
chris christie,2011-07-01,2457
chris christie,2011-08-01,8082
chris christie,2011-09-01,16502
chris christie,2011-10-01,22864
chris christie,2011-11-01,1605
chris christie,2011-12-01,4943
chris christie,2012-01-01,6923
chris christie,2012-02-01,13337
chris christie,2012-03-01,1981
chris christie,2012-04-01,3251
chris christie,2012-05-01,2620
chris christie,2012-06-01,1378
chris christie,2012-07-01,3121
chris christie,2012-08-01,11623
chris christie,2012-09-01,1618
chris christie,2012-10-01,15328
chris christie,2012-11-01,9331
chris christie,2012-12-01,3019
chris christie,2013-01-01,10147
chris christie,2013-02-01,8114
chris christie,2013-03-01,2601
chris christie,2013-04-01,1772
chris christie,2013-05-01,6120
chris christie,2013-06-01,10804
chris christie,2013-07-01,3461
chris christie,2013-08-01,8981
chris christie,2013-09-01,2430
chris christie,2013-10-01,4679
chris christie,2013-11-01,30325
chris christie,2013-12-01,5885
chris christie,2014-01-01,129200
chris christie,2014-02-01,43900
chris christie,2014-03-01,32224
chris christie,2014-04-01,7787
chris christie,2014-05-01,6714
chris christie,2014-06-01,3896
chris christie,2014-07-01,4590
chris christie,2014-08-01,558
chris christie,2014-09-01,2743
chris christie,2014-10-01,14734
chris christie,2014-11-01,3656
chris christie,2014-12-01,3923
chris christie,2015-01-01,6845
chris christie,2015-02-01,6528
chris christie,2015-03-01,2638
chris christie,2015-04-01,6111
chris christie,2015-05-01,9877
chris christie,2015-06-01,10570
chris christie,2015-07-01,19164
chris christie,2015-08-01,22308
chris christie,2015-09-01,22917
chris christie,2015-10-01,12977
chris christie,2015-11-01,21931
chris christie,2015-12-01,19642
chris christie,2016-01-01,31776
chris christie,2016-02-01,28135
chris christie,2016-03-01,13266
chris christie,2016-04-01,3081
chris christie,2016-05-01,3439
chris christie,2016-06-01,1191
chris christie,2016-07-01,15237
chris christie,2016-08-01,1128
chris christie,2016-09-01,10073
chris christie,2016-10-01,5543
chris christie,2016-11-01,4765
chris christie,2016-12-01,1295
chris christie,2017-01-01,1859
chris christie,2017-02-01,3821
chris christie,2017-03-01,1757
chris christie,2017-04-01,2234
chris christie,2017-05-01,428
chris christie,2017-06-01,1109
chris christie,2017-07-01,5513
chris christie,2017-08-01,4691
chris christie,2017-09-01,2341
chris christie,2017-10-01,2946
chris christie,2017-11-01,473
chris christie,2017-12-01,1773
chris christie,2018-01-01,372
chris christie,2018-02-01,240
chris christie,2018-03-01,268
chris christie,2018-04-01,720
chris christie,2018-05-01,264
chris christie,2018-06-01,174
chris christie,2018-07-01,117
chris christie,2018-08-01,219
chris christie,2018-09-01,207
chris christie,2018-10-01,196
chris christie,2018-11-01,444
chris christie,2018-12-01,957
chris christie,2019-01-01,13758
chris christie,2019-02-01,8236
chris christie,2019-03-01,4260
chris christie,2019-04-01,1104
chris christie,2019-05-01,1600
chris christie,2019-06-01,292
chris christie,2019-07-01,134
chris christie,2019-08-01,87
chris christie,2019-09-01,939
chris christie,2019-10-01,53
chris christie,2019-11-01,5
chris christie,2019-12-01,977
chris christie,2020-01-01,88
chris christie,2020-02-01,29
chris christie,2020-03-01,26
chris christie,2020-04-01,53
chris christie,2020-05-01,1874
chris christie,2020-06-01,686
chris christie,2020-07-01,95
chris cuomo,2010-01-01,3
chris cuomo,2010-02-01,22
chris cuomo,2010-03-01,3
chris cuomo,2010-04-01,6
chris cuomo,2010-05-01,0
chris cuomo,2010-06-01,459
chris cuomo,2010-07-01,0
chris cuomo,2010-08-01,51
chris cuomo,2010-09-01,3
chris cuomo,2010-10-01,24
chris cuomo,2010-11-01,6
chris cuomo,2010-12-01,0
chris cuomo,2011-01-01,45
chris cuomo,2011-02-01,0
chris cuomo,2011-03-01,0
chris cuomo,2011-04-01,3
chris cuomo,2011-05-01,9
chris cuomo,2011-06-01,375
chris cuomo,2011-07-01,0
chris cuomo,2011-08-01,21
chris cuomo,2011-09-01,0
chris cuomo,2011-10-01,6
chris cuomo,2011-11-01,0
chris cuomo,2011-12-01,30
chris cuomo,2012-01-01,0
chris cuomo,2012-02-01,33
chris cuomo,2012-03-01,42
chris cuomo,2012-04-01,9
chris cuomo,2012-05-01,3
chris cuomo,2012-06-01,393
chris cuomo,2012-07-01,3
chris cuomo,2012-08-01,0
chris cuomo,2012-09-01,6
chris cuomo,2012-10-01,18
chris cuomo,2012-11-01,0
chris cuomo,2012-12-01,3
chris cuomo,2013-01-01,6
chris cuomo,2013-02-01,5376
chris cuomo,2013-03-01,1711
chris cuomo,2013-04-01,8059
chris cuomo,2013-05-01,5437
chris cuomo,2013-06-01,9468
chris cuomo,2013-07-01,24442
chris cuomo,2013-08-01,18695
chris cuomo,2013-09-01,14801
chris cuomo,2013-10-01,13328
chris cuomo,2013-11-01,11809
chris cuomo,2013-12-01,12705
chris cuomo,2014-01-01,16062
chris cuomo,2014-02-01,15272
chris cuomo,2014-03-01,9438
chris cuomo,2014-04-01,10426
chris cuomo,2014-05-01,11404
chris cuomo,2014-06-01,13664
chris cuomo,2014-07-01,9400
chris cuomo,2014-08-01,7492
chris cuomo,2014-09-01,10650
chris cuomo,2014-10-01,14700
chris cuomo,2014-11-01,17917
chris cuomo,2014-12-01,13903
chris cuomo,2015-01-01,13130
chris cuomo,2015-02-01,10613
chris cuomo,2015-03-01,10102
chris cuomo,2015-04-01,10520
chris cuomo,2015-05-01,10890
chris cuomo,2015-06-01,10792
chris cuomo,2015-07-01,10044
chris cuomo,2015-08-01,19632
chris cuomo,2015-09-01,14822
chris cuomo,2015-10-01,11359
chris cuomo,2015-11-01,16898
chris cuomo,2015-12-01,18112
chris cuomo,2016-01-01,11263
chris cuomo,2016-02-01,17084
chris cuomo,2016-03-01,13470
chris cuomo,2016-04-01,13596
chris cuomo,2016-05-01,12340
chris cuomo,2016-06-01,11142
chris cuomo,2016-07-01,16216
chris cuomo,2016-08-01,8858
chris cuomo,2016-09-01,12124
chris cuomo,2016-10-01,15625
chris cuomo,2016-11-01,17247
chris cuomo,2016-12-01,13653
chris cuomo,2017-01-01,17540
chris cuomo,2017-02-01,20203
chris cuomo,2017-03-01,23004
chris cuomo,2017-04-01,15385
chris cuomo,2017-05-01,19583
chris cuomo,2017-06-01,45298
chris cuomo,2017-07-01,38558
chris cuomo,2017-08-01,57698
chris cuomo,2017-09-01,18876
chris cuomo,2017-10-01,32739
chris cuomo,2017-11-01,40060
chris cuomo,2017-12-01,22298
chris cuomo,2018-01-01,97991
chris cuomo,2018-02-01,34482
chris cuomo,2018-03-01,39579
chris cuomo,2018-04-01,31058
chris cuomo,2018-05-01,26649
chris cuomo,2018-06-01,90862
chris cuomo,2018-07-01,68755
chris cuomo,2018-08-01,90430
chris cuomo,2018-09-01,87372
chris cuomo,2018-10-01,94592
chris cuomo,2018-11-01,98301
chris cuomo,2018-12-01,81914
chris cuomo,2019-01-01,96409
chris cuomo,2019-02-01,87552
chris cuomo,2019-03-01,94943
chris cuomo,2019-04-01,104872
chris cuomo,2019-05-01,92294
chris cuomo,2019-06-01,80143
chris cuomo,2019-07-01,58287
chris cuomo,2019-08-01,57376
chris cuomo,2019-09-01,79829
chris cuomo,2019-10-01,77223
chris cuomo,2019-11-01,54587
chris cuomo,2019-12-01,68455
chris cuomo,2020-01-01,77402
chris cuomo,2020-02-01,46515
chris cuomo,2020-03-01,95407
chris cuomo,2020-04-01,96629
chris cuomo,2020-05-01,93232
chris cuomo,2020-06-01,97516
chris cuomo,2020-07-01,112124
chris hayes,2010-01-01,4086
chris hayes,2010-02-01,6051
chris hayes,2010-03-01,7398
chris hayes,2010-04-01,6888
chris hayes,2010-05-01,3499
chris hayes,2010-06-01,7440
chris hayes,2010-07-01,18539
chris hayes,2010-08-01,5200
chris hayes,2010-09-01,5532
chris hayes,2010-10-01,5290
chris hayes,2010-11-01,9414
chris hayes,2010-12-01,11560
chris hayes,2011-01-01,8810
chris hayes,2011-02-01,5288
chris hayes,2011-03-01,3276
chris hayes,2011-04-01,8363
chris hayes,2011-05-01,4304
chris hayes,2011-06-01,5563
chris hayes,2011-07-01,7671
chris hayes,2011-08-01,15209
chris hayes,2011-09-01,11011
chris hayes,2011-10-01,17259
chris hayes,2011-11-01,12666
chris hayes,2011-12-01,15512
chris hayes,2012-01-01,19178
chris hayes,2012-02-01,17230
chris hayes,2012-03-01,15221
chris hayes,2012-04-01,19188
chris hayes,2012-05-01,17476
chris hayes,2012-06-01,15993
chris hayes,2012-07-01,10564
chris hayes,2012-08-01,12337
chris hayes,2012-09-01,15596
chris hayes,2012-10-01,15937
chris hayes,2012-11-01,14205
chris hayes,2012-12-01,14768
chris hayes,2013-01-01,11362
chris hayes,2013-02-01,16640
chris hayes,2013-03-01,20583
chris hayes,2013-04-01,44598
chris hayes,2013-05-01,41845
chris hayes,2013-06-01,46129
chris hayes,2013-07-01,38940
chris hayes,2013-08-01,32573
chris hayes,2013-09-01,35360
chris hayes,2013-10-01,43142
chris hayes,2013-11-01,34228
chris hayes,2013-12-01,31956
chris hayes,2014-01-01,42231
chris hayes,2014-02-01,33174
chris hayes,2014-03-01,33003
chris hayes,2014-04-01,27043
chris hayes,2014-05-01,37794
chris hayes,2014-06-01,39310
chris hayes,2014-07-01,32485
chris hayes,2014-08-01,30241
chris hayes,2014-09-01,36554
chris hayes,2014-10-01,40163
chris hayes,2014-11-01,32197
chris hayes,2014-12-01,23594
chris hayes,2015-01-01,30195
chris hayes,2015-02-01,30706
chris hayes,2015-03-01,34709
chris hayes,2015-04-01,28253
chris hayes,2015-05-01,29871
chris hayes,2015-06-01,35063
chris hayes,2015-07-01,31862
chris hayes,2015-08-01,27535
chris hayes,2015-09-01,30798
chris hayes,2015-10-01,44144
chris hayes,2015-11-01,45918
chris hayes,2015-12-01,28579
chris hayes,2016-01-01,35847
chris hayes,2016-02-01,26133
chris hayes,2016-03-01,37781
chris hayes,2016-04-01,38149
chris hayes,2016-05-01,47673
chris hayes,2016-06-01,37383
chris hayes,2016-07-01,32745
chris hayes,2016-08-01,32982
chris hayes,2016-09-01,24712
chris hayes,2016-10-01,29972
chris hayes,2016-11-01,35317
chris hayes,2016-12-01,38792
chris hayes,2017-01-01,26865
chris hayes,2017-02-01,29115
chris hayes,2017-03-01,44665
chris hayes,2017-04-01,34813
chris hayes,2017-05-01,39999
chris hayes,2017-06-01,39059
chris hayes,2017-07-01,31771
chris hayes,2017-08-01,26923
chris hayes,2017-09-01,36535
chris hayes,2017-10-01,29424
chris hayes,2017-11-01,39155
chris hayes,2017-12-01,38479
chris hayes,2018-01-01,19713
chris hayes,2018-02-01,36201
chris hayes,2018-03-01,37549
chris hayes,2018-04-01,30444
chris hayes,2018-05-01,36442
chris hayes,2018-06-01,39840
chris hayes,2018-07-01,31480
chris hayes,2018-08-01,28091
chris hayes,2018-09-01,33910
chris hayes,2018-10-01,33980
chris hayes,2018-11-01,34767
chris hayes,2018-12-01,32953
chris hayes,2019-01-01,45569
chris hayes,2019-02-01,32838
chris hayes,2019-03-01,40316
chris hayes,2019-04-01,28948
chris hayes,2019-05-01,43071
chris hayes,2019-06-01,30299
chris hayes,2019-07-01,32211
chris hayes,2019-08-01,29195
chris hayes,2019-09-01,29011
chris hayes,2019-10-01,41068
chris hayes,2019-11-01,37533
chris hayes,2019-12-01,36135
chris hayes,2020-01-01,31540
chris hayes,2020-02-01,25012
chris hayes,2020-03-01,40579
chris hayes,2020-04-01,44649
chris hayes,2020-05-01,37052
chris hayes,2020-06-01,31686
chris hayes,2020-07-01,29071
chris jansing,2010-01-01,6625
chris jansing,2010-02-01,3948
chris jansing,2010-03-01,3
chris jansing,2010-04-01,48
chris jansing,2010-05-01,0
chris jansing,2010-06-01,9338
chris jansing,2010-07-01,13131
chris jansing,2010-08-01,13713
chris jansing,2010-09-01,13430
chris jansing,2010-10-01,19884
chris jansing,2010-11-01,15614
chris jansing,2010-12-01,12134
chris jansing,2011-01-01,16784
chris jansing,2011-02-01,9161
chris jansing,2011-03-01,9859
chris jansing,2011-04-01,7496
chris jansing,2011-05-01,5575
chris jansing,2011-06-01,7913
chris jansing,2011-07-01,8639
chris jansing,2011-08-01,14483
chris jansing,2011-09-01,6033
chris jansing,2011-10-01,6894
chris jansing,2011-11-01,5342
chris jansing,2011-12-01,7585
chris jansing,2012-01-01,9152
chris jansing,2012-02-01,8334
chris jansing,2012-03-01,8894
chris jansing,2012-04-01,7168
chris jansing,2012-05-01,8403
chris jansing,2012-06-01,10298
chris jansing,2012-07-01,11543
chris jansing,2012-08-01,4890
chris jansing,2012-09-01,10632
chris jansing,2012-10-01,12955
chris jansing,2012-11-01,7939
chris jansing,2012-12-01,16614
chris jansing,2013-01-01,9820
chris jansing,2013-02-01,8521
chris jansing,2013-03-01,10164
chris jansing,2013-04-01,12088
chris jansing,2013-05-01,9702
chris jansing,2013-06-01,6175
chris jansing,2013-07-01,8982
chris jansing,2013-08-01,7358
chris jansing,2013-09-01,6792
chris jansing,2013-10-01,5496
chris jansing,2013-11-01,7346
chris jansing,2013-12-01,5525
chris jansing,2014-01-01,8114
chris jansing,2014-02-01,2423
chris jansing,2014-03-01,10543
chris jansing,2014-04-01,7476
chris jansing,2014-05-01,7543
chris jansing,2014-06-01,3512
chris jansing,2014-07-01,2634
chris jansing,2014-08-01,5022
chris jansing,2014-09-01,7807
chris jansing,2014-10-01,3189
chris jansing,2014-11-01,4314
chris jansing,2014-12-01,4632
chris jansing,2015-01-01,2831
chris jansing,2015-02-01,4020
chris jansing,2015-03-01,3061
chris jansing,2015-04-01,3849
chris jansing,2015-05-01,1921
chris jansing,2015-06-01,2800
chris jansing,2015-07-01,6480
chris jansing,2015-08-01,4709
chris jansing,2015-09-01,4317
chris jansing,2015-10-01,4320
chris jansing,2015-11-01,19657
chris jansing,2015-12-01,9364
chris jansing,2016-01-01,5321
chris jansing,2016-02-01,16747
chris jansing,2016-03-01,18456
chris jansing,2016-04-01,7651
chris jansing,2016-05-01,9891
chris jansing,2016-06-01,8359
chris jansing,2016-07-01,14980
chris jansing,2016-08-01,9083
chris jansing,2016-09-01,4018
chris jansing,2016-10-01,4020
chris jansing,2016-11-01,6915
chris jansing,2016-12-01,11529
chris jansing,2017-01-01,6038
chris jansing,2017-02-01,3311
chris jansing,2017-03-01,17774
chris jansing,2017-04-01,12562
chris jansing,2017-05-01,12707
chris jansing,2017-06-01,6222
chris jansing,2017-07-01,13559
chris jansing,2017-08-01,8454
chris jansing,2017-09-01,4962
chris jansing,2017-10-01,11606
chris jansing,2017-11-01,7312
chris jansing,2017-12-01,8512
chris jansing,2018-01-01,11069
chris jansing,2018-02-01,2828
chris jansing,2018-03-01,9521
chris jansing,2018-04-01,4696
chris jansing,2018-05-01,6477
chris jansing,2018-06-01,6110
chris jansing,2018-07-01,9929
chris jansing,2018-08-01,10516
chris jansing,2018-09-01,4980
chris jansing,2018-10-01,5594
chris jansing,2018-11-01,6953
chris jansing,2018-12-01,7115
chris jansing,2019-01-01,9303
chris jansing,2019-02-01,3226
chris jansing,2019-03-01,6596
chris jansing,2019-04-01,6263
chris jansing,2019-05-01,8472
chris jansing,2019-06-01,6928
chris jansing,2019-07-01,9054
chris jansing,2019-08-01,16626
chris jansing,2019-09-01,10406
chris jansing,2019-10-01,7664
chris jansing,2019-11-01,9651
chris jansing,2019-12-01,5621
chris jansing,2020-01-01,4312
chris jansing,2020-02-01,12582
chris jansing,2020-03-01,11270
chris jansing,2020-04-01,3639
chris jansing,2020-05-01,8563
chris jansing,2020-06-01,6119
chris jansing,2020-07-01,9468
chris matthews,2010-01-01,50883
chris matthews,2010-02-01,31482
chris matthews,2010-03-01,41527
chris matthews,2010-04-01,59068
chris matthews,2010-05-01,24899
chris matthews,2010-06-01,36892
chris matthews,2010-07-01,42787
chris matthews,2010-08-01,34801
chris matthews,2010-09-01,57625
chris matthews,2010-10-01,56542
chris matthews,2010-11-01,41492
chris matthews,2010-12-01,47552
chris matthews,2011-01-01,59192
chris matthews,2011-02-01,55981
chris matthews,2011-03-01,44118
chris matthews,2011-04-01,57377
chris matthews,2011-05-01,45071
chris matthews,2011-06-01,50747
chris matthews,2011-07-01,42475
chris matthews,2011-08-01,41995
chris matthews,2011-09-01,48089
chris matthews,2011-10-01,56596
chris matthews,2011-11-01,55914
chris matthews,2011-12-01,46183
chris matthews,2012-01-01,71594
chris matthews,2012-02-01,60127
chris matthews,2012-03-01,62489
chris matthews,2012-04-01,36635
chris matthews,2012-05-01,56369
chris matthews,2012-06-01,46717
chris matthews,2012-07-01,30904
chris matthews,2012-08-01,60181
chris matthews,2012-09-01,59038
chris matthews,2012-10-01,64902
chris matthews,2012-11-01,61609
chris matthews,2012-12-01,47700
chris matthews,2013-01-01,51422
chris matthews,2013-02-01,59430
chris matthews,2013-03-01,54790
chris matthews,2013-04-01,50858
chris matthews,2013-05-01,56099
chris matthews,2013-06-01,49343
chris matthews,2013-07-01,39063
chris matthews,2013-08-01,41517
chris matthews,2013-09-01,40542
chris matthews,2013-10-01,51870
chris matthews,2013-11-01,40632
chris matthews,2013-12-01,34857
chris matthews,2014-01-01,38578
chris matthews,2014-02-01,37719
chris matthews,2014-03-01,35414
chris matthews,2014-04-01,24329
chris matthews,2014-05-01,39399
chris matthews,2014-06-01,30340
chris matthews,2014-07-01,26678
chris matthews,2014-08-01,25514
chris matthews,2014-09-01,30622
chris matthews,2014-10-01,33308
chris matthews,2014-11-01,22804
chris matthews,2014-12-01,22222
chris matthews,2015-01-01,26850
chris matthews,2015-02-01,26188
chris matthews,2015-03-01,21263
chris matthews,2015-04-01,26264
chris matthews,2015-05-01,24162
chris matthews,2015-06-01,22800
chris matthews,2015-07-01,26742
chris matthews,2015-08-01,22905
chris matthews,2015-09-01,20984
chris matthews,2015-10-01,34586
chris matthews,2015-11-01,22749
chris matthews,2015-12-01,27798
chris matthews,2016-01-01,39588
chris matthews,2016-02-01,46264
chris matthews,2016-03-01,42192
chris matthews,2016-04-01,36187
chris matthews,2016-05-01,33215
chris matthews,2016-06-01,23718
chris matthews,2016-07-01,34505
chris matthews,2016-08-01,29346
chris matthews,2016-09-01,26781
chris matthews,2016-10-01,32853
chris matthews,2016-11-01,34642
chris matthews,2016-12-01,18388
chris matthews,2017-01-01,28802
chris matthews,2017-02-01,26559
chris matthews,2017-03-01,34673
chris matthews,2017-04-01,20293
chris matthews,2017-05-01,18741
chris matthews,2017-06-01,19586
chris matthews,2017-07-01,16564
chris matthews,2017-08-01,11182
chris matthews,2017-09-01,15506
chris matthews,2017-10-01,18747
chris matthews,2017-11-01,20854
chris matthews,2017-12-01,19623
chris matthews,2018-01-01,27967
chris matthews,2018-02-01,21904
chris matthews,2018-03-01,23545
chris matthews,2018-04-01,20656
chris matthews,2018-05-01,25547
chris matthews,2018-06-01,23464
chris matthews,2018-07-01,16169
chris matthews,2018-08-01,12389
chris matthews,2018-09-01,19717
chris matthews,2018-10-01,23765
chris matthews,2018-11-01,19392
chris matthews,2018-12-01,19387
chris matthews,2019-01-01,18570
chris matthews,2019-02-01,13402
chris matthews,2019-03-01,22846
chris matthews,2019-04-01,31937
chris matthews,2019-05-01,24724
chris matthews,2019-06-01,24775
chris matthews,2019-07-01,20888
chris matthews,2019-08-01,21578
chris matthews,2019-09-01,18925
chris matthews,2019-10-01,14212
chris matthews,2019-11-01,24216
chris matthews,2019-12-01,19053
chris matthews,2020-01-01,23884
chris matthews,2020-02-01,23423
chris matthews,2020-03-01,2331
chris matthews,2020-04-01,1585
chris matthews,2020-05-01,3237
chris matthews,2020-06-01,967
chris matthews,2020-07-01,788
chris wallace,2010-01-01,10510
chris wallace,2010-02-01,8796
chris wallace,2010-03-01,9918
chris wallace,2010-04-01,16236
chris wallace,2010-05-01,4907
chris wallace,2010-06-01,7423
chris wallace,2010-07-01,10363
chris wallace,2010-08-01,11945
chris wallace,2010-09-01,12875
chris wallace,2010-10-01,11309
chris wallace,2010-11-01,9953
chris wallace,2010-12-01,11132
chris wallace,2011-01-01,13666
chris wallace,2011-02-01,7984
chris wallace,2011-03-01,10230
chris wallace,2011-04-01,12036
chris wallace,2011-05-01,14523
chris wallace,2011-06-01,15094
chris wallace,2011-07-01,6837
chris wallace,2011-08-01,11948
chris wallace,2011-09-01,14573
chris wallace,2011-10-01,17157
chris wallace,2011-11-01,11921
chris wallace,2011-12-01,12099
chris wallace,2012-01-01,20324
chris wallace,2012-02-01,13755
chris wallace,2012-03-01,13377
chris wallace,2012-04-01,11351
chris wallace,2012-05-01,8143
chris wallace,2012-06-01,11907
chris wallace,2012-07-01,9663
chris wallace,2012-08-01,9846
chris wallace,2012-09-01,19532
chris wallace,2012-10-01,15809
chris wallace,2012-11-01,12826
chris wallace,2012-12-01,10770
chris wallace,2013-01-01,6559
chris wallace,2013-02-01,11485
chris wallace,2013-03-01,17864
chris wallace,2013-04-01,12827
chris wallace,2013-05-01,12172
chris wallace,2013-06-01,12439
chris wallace,2013-07-01,8105
chris wallace,2013-08-01,8886
chris wallace,2013-09-01,12682
chris wallace,2013-10-01,12604
chris wallace,2013-11-01,12269
chris wallace,2013-12-01,13206
chris wallace,2014-01-01,9592
chris wallace,2014-02-01,10966
chris wallace,2014-03-01,14545
chris wallace,2014-04-01,9416
chris wallace,2014-05-01,12421
chris wallace,2014-06-01,17752
chris wallace,2014-07-01,7461
chris wallace,2014-08-01,11525
chris wallace,2014-09-01,9372
chris wallace,2014-10-01,9867
chris wallace,2014-11-01,14207
chris wallace,2014-12-01,11046
chris wallace,2015-01-01,7237
chris wallace,2015-02-01,8743
chris wallace,2015-03-01,13079
chris wallace,2015-04-01,11351
chris wallace,2015-05-01,15669
chris wallace,2015-06-01,14368
chris wallace,2015-07-01,4869
chris wallace,2015-08-01,14956
chris wallace,2015-09-01,9415
chris wallace,2015-10-01,15031
chris wallace,2015-11-01,11062
chris wallace,2015-12-01,7934
chris wallace,2016-01-01,12704
chris wallace,2016-02-01,15181
chris wallace,2016-03-01,12279
chris wallace,2016-04-01,14488
chris wallace,2016-05-01,12480
chris wallace,2016-06-01,11323
chris wallace,2016-07-01,7323
chris wallace,2016-08-01,12362
chris wallace,2016-09-01,11713
chris wallace,2016-10-01,19080
chris wallace,2016-11-01,14697
chris wallace,2016-12-01,15356
chris wallace,2017-01-01,13409
chris wallace,2017-02-01,18620
chris wallace,2017-03-01,14716
chris wallace,2017-04-01,16089
chris wallace,2017-05-01,14566
chris wallace,2017-06-01,8844
chris wallace,2017-07-01,15699
chris wallace,2017-08-01,10995
chris wallace,2017-09-01,9581
chris wallace,2017-10-01,7842
chris wallace,2017-11-01,8922
chris wallace,2017-12-01,10421
chris wallace,2018-01-01,15205
chris wallace,2018-02-01,14162
chris wallace,2018-03-01,9350
chris wallace,2018-04-01,13463
chris wallace,2018-05-01,7513
chris wallace,2018-06-01,13565
chris wallace,2018-07-01,11391
chris wallace,2018-08-01,6772
chris wallace,2018-09-01,15266
chris wallace,2018-10-01,13848
chris wallace,2018-11-01,16176
chris wallace,2018-12-01,12575
chris wallace,2019-01-01,8949
chris wallace,2019-02-01,15975
chris wallace,2019-03-01,13509
